Āfrika	Afriko
Ortofosforskābe	Fosfata acido
Biocenoze	Biocenozo
Prerafaelītu brālība	La Antaŭ-Rafaelida Frataro
Riekstrozis	Nuksrompulo
Vāni	Vanioj
Skābeņskābe	Oksalata acido
Amerikas grifi	Katartedoj
Fjodors III Romanovs	Fjodor Aleksejeviĉ
Romiešu literatūra	Latina literaturo
Udmurti	Udmurtoj
1905. gada revolūcija	Rusia revolucio de 1905
Izteiksme	Gramatika modo
Leošs Janāčeks	Leoš Janáček
Partikula	Partikulo
Hipodroms	Hipodromo
Pašā	Paŝao
Tomass Kūns	Thomas Kuhn
Broņislavs Malinovskis	Bronisław Malinowski
Dielektriķis	Dielektriko
Milēna Fārmere	Mylène Farmer
Vargāns	Buŝharpo
Kalcija oksīds	Kalko
Franča Jozefa Zeme	Lando de Francisko Jozefo
Kārtslēkšana	Stanga altsalto
Ģēnijs	Genio
Pērnavas apriņķis	Pärnumaa
Angļu rags	Angla korno
Kristofers Volkens	Christopher Walken
Kurzeme	Kurlando
Cianīdi	Cianido
Vokatīvs	Vokativo
Ārs	Aro (mezurunuo)
Marko Materaci	Marco Materazzi
Hesuss Navass	Jesús Navas
Dumbrcālis	Akvoralo
Fernāns Brodels	Fernand Braudel
Tobāgo	Tobago
Zemesrags	Kabo (geografio)
Revolver (albums)	Revolver
Grafoloģija	Grafologio
Hoakins Fīnikss	Joaquin Phoenix
Intervāls (matemātika)	Intervalo (matematiko)
Puji	Pu Ji
Olīvija Ņūtona-Džona	Olivia Newton-John
Knol	Knol
Veneras pāriešana	Pasado de Venuso
Dions Kasijs	Kasjo Diono
Santi Kasorla	Santi Cazorla
MD5	MD5
Gravitācijas lēca	Gravita lenso
News Corporation	News Corporation
Zemesvilks	Protelo
Hēta	Heto
Svētās Katrīnas klosteris	Monaĥejo Sankta Katarina
Hajdū-Biharas meģe	Hajdú-Bihar
Meitene ar pērļu auskaru	Junulino kun perla orelringo
Zalas meģe	Zala
Mihails Bahtins	Miĥail Baĥtin
Stratēģija	Strategio
Pola Abdula	Paula Abdul
Simo Heihe	Simo Häyhä
Ļeņina ordenis	Ordeno de Lenin
NI	Ni
Mandalaja	Mandalajo
Oracle Database	Oracle
Birštona	Birštonas
Konfektes	Bombono
Antarktīdas pussala	Antarkta duoninsulo
Tripšu kārta	Tripso
Aleksandrs Skrjabins	Aleksandr Skrjabin
Naidžels de Jongs	Nigel de Jong
Regtaims	Ragtimo
Starptautiskā kodolnegadījumu skala	Internacia skalo por nukleaj eventoj
Indiana Džonss un pēdējais krustakarš	Indiana Jones kaj la Lasta Krucmilito
Tjūringa balva	Premio Turing
Matriarhāts	Matriarkeco
Vitebskas apgabals	Vicebska regiono
Kūtsmēsli	Stala sterko
Aleksandrs Kolčaks	Aleksandr Kolĉak
Radioamatierisms	Amatora radio
Čuņčiņš	Ĉifĉafo
Imelina	Imielin
Mihails Kutuzovs	Miĥail Kutuzov
Faluņgun	Falun Gong
Daft Punk	Daft Punk
Emānuels Svēdenborgs	Emanuel Swedenborg
Haifas apgabals	Distrikto Ĥajfo
Lakross	Kanada bastonludo
Vikonts	Vicgrafo
Asparagīns	Asparagino
Grafikas dizains	Grafika fasonado
Mānija	Manio
Gibonu dzimta	Gibonoj
Amnestija	Amnestio
Kvalitāte	Kvalito
Karmena (opera)	Carmen
Baltā nakts	Blankaj noktoj
Rotācijas periods	Rotacia periodo
Laika beigas	Tempofiniĝo
Leitnants	Leŭtenanto
Git	Git
Veksiloloģija	Veksilologio
Ernē Rubiks	Ernő Rubik
Krievijas cariste	Rusa carlando
Vaiga kauls	Zigomo
Madison Square Garden	Madison Square Garden
Reljefs	Tereno
Gangtoka	Gangtok
Datu masīvs	Aro (komputiko)
Jonizējošais starojums	Joniga radiado
Daramsala	Dharamsala
Skeletons	Skeletonado
Lietuvieši	Litovoj
Baraņas meģe	Baranya
Austrumu puslode	Orienta duonglobo
Mihails Lazarevs	Miĥail Lazarev
Kalnu slēpošana	Alpa skiado
WAP	WAP
Ostrakisms	Ostrakismo
Psihiskais automātisms	Superrealisma aŭtomatismo
Fernando VII	Fernando la 7-a (Hispanio)
Floresas cilvēks	Homo floresiensis
Kobo Abe	Abe Kobo
Lietuvas futbola izlase	Litova nacia teamo de futbalo
Kopenhāgenas universitāte	Universitato de Kopenhago
Korelācija	Korelacio
Košices apgabals	Regiono Košice
Kima Kardašjana	Kim Kardashian
Tiso kundzes Vaska figūru muzejs	Madame Tussauds
Halo	Haloaj fenomenoj
Masada	Masada
Fjodors I	Fjodor la 1-a Ivanoviĉ (Rusio)
Borats: Amerikas kultūras mācība par labu lieliskajai Kazahstānai	Borat: Rigardado en usona kulturon laŭ mende por gloro al kazaĥia nacioj
Merilins Mensons	Marilyn Manson
Zauriegurņa dinozauri	Saŭriskioj
Jaunais kurss	New Deal
Šauļu apriņķis	Distrikto Šiauliai
Anilīns	Anilino
Karloss Marčena	Carlos Marchena
Detektīvs	Krimliteraturo
Konklāvs	Konklavo
Grifino	Gryfino
Almati apgabals	Provinco Almato
Cisteīns	Cisteino
Luka Toni	Luca Toni
Rikardo Džakoni	Riccardo Giacconi
Džordžs Patons	George S. Patton
Šklarska Poremba	Szklarska Poręba
Mecosoprāns	Mezosoprano
Parazītisms	Parazito
Treonīns	Treonino
Princese Mononoke	Princino Mononoke (filmo)
Curriculum vitae	Kariertabelo
Žilbērs di Motjē de Lafajets	Marie-Joseph Motier, markizo de La Fayette
Jūras leopards	Marleopardo
Fāzu stāvokļa diagramma	Fazodiagramo
Vienkāršs mehānisms	Simpla maŝino
Lielais Austrālijas līcis	Granda Aŭstralia Golfego
Slaidpirkstainis	Fingrobesto
Hosemarija Eskriva	José María Escrivá de Balaguer
Karēļu-somu PSR	Karelo-finna Soveta Socialisma Respubliko
Nelabums	Vomemo
Mets Leblāns	Matt LeBlanc
Skarabeju dzimta	Skarabeedoj
Oforts	Akvaforto
Baba Jaga	Baba Jaga
Filips Rots	Philip Roth
Korsaks	Korsako
Borskābe	Borata acido
Umberto II	Umberto la 2-a (Italio)
1917. gada Balfūra deklarācija	Balfour-deklaro
Žordi Alba	Jordi Alba
Mario Mandžukičs	Mario Mandžukić
Bodhidharma	Bodhidharmo
Eriks Satī	Erik Satie
Trīssoļlēkšana	Trisalto
Lagūna	Laguno
Anderss Jūnass Ongstrēms	Anders Jonas Ångström
Sidras līcis	Golfo de Sirto
Roberts Brūss	Roberto Bruso
Hamadāna	Provinco Hamadan
Fernando Gago	Fernando Gago
Nātrene	Urtikario
Pablo Eskobars	Pablo Escobar
Latviešu mitoloģija	Latva mitologio
Antablements	Entablemento
Zvaigžņu Vārti SG-1	Stargate SG-1
Hovards Vebs	Howard Webb
Akumulatoru baterija	Akumulatoro
Čārlzs Pīrss	Charles Sanders Peirce
Lemānas 24 stundu sacīkstes	24 Horoj de Manso
Lubumbaši	Lubumbashi
Debess ekvators	Ĉiela ekvatoro
Lielais terors	Granda purigo
Emigrācija	Elmigrado
Kirhofa likumi elektriskajai ķēdei	Leĝoj de Kirchhoff pri cirkvitoj
Vašas meģe	Vas
Epīras despotāts	Epira despotujo
Oksidētājs	Oksidanto
Fejēras meģe	Departemento Fejér
Zarīns	Sarino (gaso)
B12 vitamīns	Kobalamino
Bohemian Rhapsody	Bohemian rhapsody
Ģēras-Mošonas-Šopronas meģe	Győr-Moson-Sopron
Krievijas pilsētu uzskaitījums	Listo de urboj de Rusio
Mendija Mūra	Mandy Moore
Vogēzi	Vogezoj
Sarkankakla zoss	Ruĝbrusta ansero
Kuņluņs	Kunlun
Kerčas šaurums	Kerĉa markolo
Fernando Ljorente	Fernando Llorente
Tolteki	Toltekoj
Zirgu skriešanās sacīkstes	Ĉevalvetkuro
Viensliedes dzelzceļš	Unurelvojo
GQ	Gq
Adeles pingvīns	Adelia pingveno
Leons Fuko	Léon Foucault
Alkibiads	Alkibiado
Rangnars Frišs	Ragnar Anton Kittil Frisch
Veģetācija	Vegetaĵaro
Tirozīns	Tirozino
Sālsezers	Salakva lago
Lietuvas ģerbonis	Blazono de Litovio
Viļņas apriņķis	Distrikto Vilno
Lēnis	Feŭdo
Jervas apriņķis	Järvamaa
Kaste	Kesto
Veru apriņķis	Võrumaa
Deklinācija (valodniecība)	Deklinacio (gramatiko)
Panevēžas apriņķis	Distrikto Panevėžys
Lengstons Hjūzs	Langston Hughes
Frančeska Skjavone	Francesca Schiavone
Ronalds Kouzs	Ronald H. Coase
Džefrijs Džeikobs Eibramss	Jeffrey Jacob Abrams
Universiāde	Universiado
Kuresāre	Kuressaare
Horda (matemātika)	Ĥordo (geometrio)
Orgānu sistēma	Organa sistemo
Veterns	Vättern
Fabians Kančellāra	Fabian Cancellara
Bristoles līcis (Lielbritānija)	Kanalo de Bristol
Džordžs Ārmstrongs Kasters	George Armstrong Custer
Japānas imperatoru uzskaitījums	Listo de imperiestroj de Japanio
Autoklāvs	Aŭtoklavo
Salvadoras futbola izlase	Salvadora nacia teamo de futbalo
Lipeklis	Gluteno
Programmēšanas paradigma	Programada paradigmo
Belu Orizonti @@@u0026Cruzeiro"	Cruzeiro Esporte Clube
Kristīna Eplgeita	Christina Applegate
Sanderlenda	Sunderland
Brazīlijas ģerbonis	Blazono de Brazilo
Azerbaidžānas vēsture	Historio de Azerbajĝano
Dienvidslāvijas futbola izlase	Jugoslavia nacia teamo de futbalo
Lūsija Liu	Lucy Liu
Ģertrūde Staina	Gertrude Stein
Tau daļiņa	Taŭono
Dzīves ilgums	Vivdaŭro
Mikronācija	Mikronacio
Rumānijas pilsētu uzskaitījums	Listo de urboj de Rumanio
Mūzikas žanrs	Muzika ĝenro
Ekslibris	Ekslibriso
Dabas resursi	Krudmaterialo
Pixies	Pixies
Trazimeno ezers	Trasimeno
Sebastjans Ko	Sebastian Coe
Tata Motors	Tata Motors
Radiācijas joslas	Zonoj de Van Allen
Kaspijas tīģeris	Kaspia tigro
Meistars un Margarita	La Majstro kaj Margarita
Dida	Dida
1976. gada Eiropas čempionāts futbolā	Eŭropa Futbal-Ĉampionado 1976
Franču Ārzemnieku leģions	Fremdula Legio
Sicīliešu aizsardzība	Sicilia defendo
Felikss Dzeržinskis	Feliks Dzerĵinskij
Vinnijs Pūks	Winnie-la-Pu
Cefeīda	Cefeido
Lineāra funkcija	Lineara funkcio
Irānas riāls	Irana rialo
Kjū dārzs	Reĝa Botanika Ĝardeno de Londono
Fransuā Vjets	François Viète
Phjončhana	Pjonĉango
Sonic Youth	Sonic Youth
Māķāšs Huņadi	Matiaso la 1-a (Hungario)
SI	Si
Norvēģijas pilsētu uzskaitījums	Listo de urboj de Norvegio
Game Boy Advance	Game Boy Advance
Zaļā mušmire	Faluseca amanito
Lukāns	Lukano (romia poeto)
Rokijs	Rocky
Utenas apriņķis	Distrikto Utena
Bosnijas un Hercegovinas himna	Intermeco
Adhēzija	Adhero
Priti Zinta	Preity Zinta
Okupācija	Okupado
Ultimāts	Ultimato
Bēthovena 5. simfonija	5-a simfonio (Beethoven)
Japānas impērija	Japana Imperio
Tilts pār Kvai upi	The Bridge on the River Kwai (filmo)
Anihilācija	Anihilacio
Q.E.D.	Q.E.D.
Ligatūra	Ligaturo
Gomeļas apgabals	Homela regiono
Vanagu ģints	Akcipitroj
Ņujorkas Modernās mākslas muzejs	Muzeo de Moderna Arto de Novjorko
Lizjē	Lisieux
Frida Pinto	Freida Pinto
Parastā gailene	Kantarelo
Dienvidsomija	Suda Finnlando
Ikosaedrs	Dudekedro
Amīdi	Amido
Norvēģi	Norvegoj
Dienvidu apgabals (Izraēla)	Suda distrikto de Israelo
Supervaronis	Superheroo
Centra apgabals (Izraēla)	Centra distrikto de Israelo
Felāfels	Kikerbulo
Deivids Švimmers	David Schwimmer
Hoans Kapdevila	Joan Capdevila
Jesaja	Profeto Jesaja
Slaktiņš Virdžīnijas tehniskajā universitātē	Masakro de Virginia Tech
Personālūnija	Persona unio
Kristiāns Barnards	Christiaan Barnard
Ponijs	Poneo
Ārstniecības augi	Kuracplanto
Fortaleza Esporte Clube	Fortaleza Esporte Clube
Trimda	Ekzilo
Daksa	Dax
Oktaedrs	Okedro
Portugāles pilsētu uzskaitījums	Listo de urboj de Portugalio
Vesprēmas meģe	Veszprém
Boršodas-Abaūjas-Zemplēna meģe	Borsod-Abaúj-Zemplén
Aleksandrs Aņukovs	Aleksandr Anjukov
Dienvidbuga	Suda Bugo
Jaroslavs Vladimirovičs	Jaroslavo la Saĝa
Melnmuguras šakālis	Nigradorsa ŝakalo
Fitopatoloģija	Fitopatologio
Etiopijas vilks	Etiopia lupo
Tauraģes apriņķis	Distrikto Tauragė
Telšu apriņķis	Distrikto Telŝiao
Bridžs	Briĝo
B. B. Kings	B.B. King
Žans Batists Kolbērs	Jean-Baptiste Colbert
Džons Frušante	John Frusciante
Erebuss	Monto Erebus
Viljams Gibsons (rakstnieks)	William Gibson
Drum and bass	Drumenbaso
Prešovas apgabals	Regiono Prešov
Konstantins Zirjanovs	Konstantin Zirjanov
TED	TED (konferencoj)
Iegarenās smadzenes	Mjela plilongigo
Betmens atgriežas	Batman Returns
Eiropas konstitūcija	Eŭropa Konstitucio
Alisa Milāno	Alyssa Milano
Monks	Monk
Hārlema (ASV)	Harlemo
Xzibit	Xzibit
Jans Matejko	Jan Matejko
Eduards Morgans Forsters	E. M. Forster
Siltummainis	Varmointerŝanĝilo
Kērnsa	Cairns
Senklū	Saint-Cloud
Utena	Utena
Fjodors Šaļapins	Teodoro Ŝaljapin
Amadora	Amadora
Kamermūzika	Ĉambra muziko
Rokfors	Rokforto
Tjūringa tests	Testo de Turing
Divarpus vīri	Two and a Half Men
Zelova	Zelów
PSRS futbola izlase	Sovetunia nacia teamo de futbalo
Katehisms	Kateĥismo
Serova	Serov
Berati apgabals	Provinco Berat
Zviedrijas pilsētu uzskaitījums	Listo de urboj de Svedio
Reaktīvās kustības laboratorija	Jet Propulsion Laboratory
CONCACAF Zelta kauss	Ora Pokalo
Tetranitropentaeritrīts	PETN
Kronborga	Kastelo de Kronborg
Džons Brauns	John Brown
Rododendri	Rododendro
Žans Dižardēns	Jean Dujardin
Versiju pārvaldības sistēma	Versitena sistemo
Jeļena Blavatska	Helena Blavatskij
Akadēmiskā māksla	Akademismo
Frīstaila slēpošana	Liberstila skiado
Žokļi (filma)	Jaws
Arvo Perts	Arvo Pärt
Stēfans Ēdbergs	Stefan Edberg
Joniskais orderis	Ionika ordo
Ketrīna Heigla	Katherine Heigl
Šveices ģerbonis	Blazono de Svislando
Pjērs Teijārs de Šardēns	Pierre Teilhard de Chardin
Pārtikas piedeva	Manĝa aldonaĵo
Haridžīti	Ĥariĝismo
Vardara	Rivero Vardar
Minerālvielas	Oligoelemento
Kīts Ričardss	Keith Richards
Hēms	Hemo
Pasaules mantojuma objekti Āfrikā	Listo de mondaj heredaĵoj en Afriko
Dentīns	Dentino
Jāsas-Naģkunas-Solnokas meģe	Jász-Nagykun-Szolnok
Ivans Gončarovs	Ivan Gonĉarov
Komandekonomika	Planita ekonomio
Filips Glāss	Philip Glass
MG	Mg
Leonīds Kravčuks	Leonid Kravĉuk
Timpāni	Timbalo
Islāmisms	Islamismo
Atmosfēras fronte	Fronto (meteologio)
Kazu apakšdzimta	Kaprenoj
Rituāls	Rito
Mogiļevas apgabals	Mahilova regiono
Final Fantasy	Final Fantasy
Gernika	Gerniko
Feska	Fezo
Mandrils	Mandrilo
Bellerofons	Belerofono
Lādiņa saites matrica	Ŝargkuplita aparato
Džons Nokss	John Knox
Sukulenti	Sukulenta planto
Ziemeļu apgabals (Izraēla)	Norda distrikto de Israelo
Osips Mandelštams	Osip Mandelŝtam
Gametofīts	Gametofito
Rietumviru apriņķis	Lääne-Virumaa
Norvēģijas valdnieku uzskaitījums	Listo de norvegaj reĝoj
Piena dziedzeris	Laktoglando
Intervāls (mūzika)	Intervalo (muziko)
Austrumviru apriņķis	Distrikto Ida-Viru
Whitesnake	Whitesnake
Lēnes apriņķis	Läänemaa
Airkājvēži	Kopepodo
Jegevas apriņķis	Jõgevamaa
Ciltskoks	Genealogia arbo
Karalienes Modas Zeme	Lando de Maud
Komāromas-Estergomas meģe	Komárom-Esztergom
Heksogēns	RDX
Kosovas krīze	Kosova Milito
Elipsoīds	Elipsoido
Cīņas klubs (filma)	Fight Club
Lietusmērītājs	Pluvmezurilo
Džo Kokers	Joe Cocker
Urālpūce	Urala strigo
Džezā tikai meitenes	Some Like It Hot
Marduks	Marduk
Turbulence	Turbulento
Klejotājnervs	Vago
Žilbertu Silva	Gilberto Aparecido da Silva
Ābolskābe	Pomacido
Brūss Dikinsons	Bruce Dickinson
Zoja Saldana	Zoë Saldaña
Pasaules čempionāts hokejā	Monda ĉampioneco en glacihokeo
Luanpabana	Luangprabango
Jorubi	Joruboj
Džeksons	Jackson
Gredzenu pavēlnieks (filmu sērija)	La Mastro de l' Ringoj (filma serio)
Vaziristāna	Vaziristano
Nātrija karbonāts	Natria karbonato
Agas Burjatu autonomais apvidus	Agina Burjata distrikto
Nībelunga gredzens	La ringo de la Nibelungo
Riks Raits	Richard Wright
Prāgas metro	Metroo en Prago
Pavadzīme	Konosamento
Neatkarīgais Maltas Bruņinieku ordenis	Malta Ordeno
Džozefs Barbera	Joseph Barbera
Jonizācija	Jonigo
Reičela Makadamsa	Rachel McAdams
Dao	Tao
Magnetārs	Magneta stelo
Epaminonds	Epaminondas
Ruby on Rails	Ruby on Rails
Dižā briežvabole	Cervoskarabo
Severodvinska	Severodvinsk
Japāņu rakstība	Japanaj skribsistemoj
Dižā volēmija	Wollemia nobilis
Sabolčas-Satmāras-Beregas meģe	Szabolcs-Szatmár-Bereg
Šomoģas meģe	Somogy
Īpašvērtības un īpašvektori	Ejgeno kaj ejgenvektoro
Endorfīni	Endorfino
S/2000 J 11	S/2000 J 11
Diskurss	Diskurso
Morāvijas-Silēzijas apgabals	Moraviasilezia regiono
Edvards Meibridžs	Eadweard Muybridge
Indijas okeāna izklaidus salas	Disaj Insuloj en la Hinda Oceano
Visente Fokss	Vicente Fox Quesada
Gamma funkcija	Γ-funkcio
Andalūzijas suns	Un chien andalou
AS	As
Mikeli	Mikkeli
Rubber Soul	Rubber Soul
Multikulturālisms	Multkulturismo
Logaritmiskais lineāls	Glitkalkulilo
Vampīrsikspārņi	Vampirvesperto
Kolembolas	Vostsaltuloj
Ukrainas Centrālā Rada	Ukraina Centra Konsilio
Venna diagramma	Venn-a diagramo
Centrālais federālais apgabals	Centra federacia regiono
Loceklis (anatomija)	Membro (anatomio)
Krievijas Federālā kosmiskā aģentūra	Roskosmos
Mažors	Maĵoro
BDSM	BDSM
Gazeles	Gazelo
Kālija permanganāts	Kalia permanganato
Turcijas vēsture	Historio de Turkio
Dīvainais karš	Stranga milito
Lakstaugs	Herbo
Fokuss (optika)	Fokuso (optiko)
Ledus laikmets 2: Atkusnis	Ice Age: The Meltdown
FC Brugge	Club Brugge
Maksi Rodrigess	Maxi Rodríguez
Antons Vēberns	Anton Webern
Stigma	Stigmato
Johanna Gusrūna Jonsdortira	Jóhanna Guðrún Jónsdóttir
Transseksuālisms	Transsekseco
PCI	PCI
Traķi	Trakai
SIP	Session Initiation Protocol
Džuzepe Peāno	Giuseppe Peano
Portvīns	Oporto
Felipe VI	Filipo la 6-a (Hispanio)
Grodņas apgabals	Grodna regiono
Līva Ulmane	Liv Ullmann
Džungļi	Ĝangalo
Edvards Sepīrs	Edward Sapir
Tahova	Tachov
Lukrēcija Bordža	Lucrezia Borgia
Ampīrs	Empiro
Hāpsalu	Haapsalu
Šveices pilsētu uzskaitījums	Listo de urboj en Svislando
Kratons	Kratono
Tonna	Tuno
Jēkabpils	Jēkabpils
Fabjēns Bartēzs	Fabien Barthez
Sēte	Sète
Alberto Akvilani	Alberto Aquilani
Ainava (žanrs)	Pejzaĝismo
Severskijdoņeca	Donec
AZ Alkmaar	Alkmaar Zaanstreek
Massospondylus	Massospondylus
Islandieši	Islandanoj
Alpu kovārnis	Flavbeka montokorvo
Fransiss Pulenks	Francis Poulenc
Ļeņina mauzolejs	Maŭzoleo de Lenin
Cepelīns	Zepelino (apartigilo)
Mandala	Mandalo
Tadeušs Koscjuško	Tadeusz Kościuszko
Ivans Krilovs	Ivan Krilov
Putniegurņa dinozauri	Ornitiskioj
Digrāfs	Digrafo
Kašruts	Koŝera
Divkauja	Duelo
Ы	Jerio
Rietumsibīrijas līdzenums	Okcident-Siberia Malaltebenaĵo
Savstarpējās ekonomiskās palīdzības padome	Konsilio de Reciproka Ekonomia Helpo
Hēla (mītiska būtne)	Hel (mitologio)
Piektā kolonna	Kvina kolono
Hevešas meģe	Heves
Bēkēšas meģe	Békés
Sterilizācija (mikrobioloģija)	Sterilizo
Antropocentrisms	Antropocentrismo
Tolnas meģe	Departemento Tolna
Luišs Felipe Skolari	Luiz Felipe Scolari
Eva Grīna	Eva Green
Līdakas	Esox
Time Warner	Time Warner
Pulss	Pulso
Krūmu suns	Mustelvulpo
25. gadsimts p.m.ē.	25-a jarcento a.K.
Lūkass Krānahs Vecākais	Lucas Cranach la Maljuna
Džims Džārmušs	Jim Jarmusch
Absurda drāma	Absurda Teatro
Tureta sindroms	La Tureta malsano
Ideālas gāzes likums	Ekvacio de ideala gaso
Karvina	Karviná
Agresija	Agreso
Žoržs Ežēns Osmāns	Georges Eugène Haussmann
Pelvas apriņķis	Põlvamaa
Mišna	Miŝno
Grāfs Monte-Kristo	La grafo de Montekristo
Hālids Būlahrūzs	Khalid Boulahrouz
Austrumeiropas līdzenums	Orienteŭropa ebenaĵo
Tony balva	Premio Tony
Tiagu Mota	Thiago Motta
Rakvere	Rakvere
Metamfetamīns	N-metilamfetamino
Francijas prezidenti	Prezidento de la Respubliko (Francio)
Ignacijs Jans Paderevskis	Ignacy Jan Paderewski
Džons Edvards Grejs	John Edward Gray
Ceļotājbalodis	Migrokolombo
Austrumu ekspresis	Orient-ekspreso
Junga modulis	Modulo de Young
Atentāts pret Franci Ferdinandu	Atenco de Sarajevo
Viljandi apriņķis	Viljandimaa
Bartolomē Estebans Muriljo	Bartolomé Esteban Murillo
Dzeloņstieple	Pikdrato
Enida Blaitona	Enid Blyton
Oimjakona	Ojmjakon
DJ BoBo	DJ BoBo
Juns Čhiho	Yun Chi-ho
Pakavs	Hufumo
Svētais Valentīns	Valenteno de Terni
Bendera	Tighina
Latvijas PSR	Latva Soveta Socialisma Respubliko
Ārons Koplends	Aaron Copland
Dūmaka	Brumo
Šrī Aurobindo	Sri Aŭrobindo
Kladistika	Kladistiko
Huvsguls	Ĥövsgöl
Pūrisms (valodniecība)	Lingva purismo
Jeruzalemes apgabals	Distrikto Jerusalemo
Objektīvs	Objektivo
Tomass Bekets	Thomas Becket
Eiropas Investīciju banka	Eŭropa Investa Banko
Karēlija	Karelio (geografia)
Pančo Vilja	Francisco Villa
Aleksejs Tolstojs	Aleksej Nikolajeviĉ Tolstoj
Mēnesszivs	Molao
Karlovicas līgums	Traktato de Karlovic
Ziemeļkarolīnas universitāte Čapelhilā	Universitato de Norda Karolino ĉe Chapel Hill
I Have a Dream	Revon havas mi
Raplas apriņķis	Raplamaa
Valgas apriņķis	Valgamaa
Kasiodors	Kasiodoro
Tartu apriņķis	Tartumaa
Sāhelantrops	Toumaï
Militārā zinātne	Militistiko
Taipinu sacelšanās	Tajpinga ribelo
Kallimahs (dzejnieks)	Kalimako de Kireno
Anarhokapitālisms	Anarki-kapitalismo
Ātrslidošana	Rapid-sketado
Čerenkova—Vavilova starojums	Ĉerenkov-radiado
Kālija cianīds	Kali-cianido
Robena	Insulo Robben
Mārs	Malprofunda kratero
Vladimirs Horovics	Vladimir Horowitz
Japāņu valodas romanizācija	Japana lingvo per latinaj literoj
Džeks Rūbijs	Jack Ruby
Burāšana	Velado
Čatalhjujuka	Çatal Höyük
Holandiešu slimība	Nederlanda malsano
Fuerteventura	Fuerteventura
Zlīnas apgabals	Regiono Zlín
Eldorado	Eldorado
Pagājušo gadu vēsture	Komenca kroniko
Smadzeņu tilts	Cerba ponto
Saimons Kuznecs	Simon Kuznets
Lielā Ūdensšķirtnes grēda	Granda Disiganta Montaro
Ferdinands Fošs	Ferdinand Foch
Kripta	Kripto (arkitekturo)
The Daily Telegraph	The Daily Telegraph
Havaju salas	Havajaj Insuloj
Rodas Apollonijs	Apolono de Rodo
Doriskais orderis	Dorika ordo
Belovežas gārša	Arbaro de Białowieża
Manuels Norjega	Manuel Noriega
Niks Keivs	Nick Cave
Dauningstrīta	Downing Street
Drumlins	Drumlino
Lietderības koeficients	Efikeco
Karaliskais grifs	Reĝa katarto
Āzijas tapirs	Malaja tapiro
Žists Fontēns	Just Fontaine
Rietumsomija	Okcidenta Finnlando
Paraboloīds	Paraboloido
Saimā	Saimaa
Nonijs	Verniero
Gotiskā literatūra	Gotika literaturo
Zunda šaurums	Sunda Markolo
Sudrabainie mākoņi	Luma nokta nubo
Kokss	Koakso
Telavivas apgabals	Distrikto Tel-Avivo
Bārdzīlīte	Barboparuo
Tonalitāte	Tonaleco
Kronekera simbols	Delto de Kronecker
Peintbols	Paintball
Death (grupa)	Death
Duresi apgabals	Provinco Durrës
Dibras apgabals	Provinco Dibër
Nokia (pilsēta)	Nokia (urbo)
Argentīnas pilsētu uzskaitījums	Listo de urboj de Argentino
Jans Palahs	Jan Palach
Multipurpose Internet Mail Extensions	MIME
Aritmētiski loģiskā ierīce	Aritmetika-logika unuaĵo
Havīržova	Havířov
Ūdens cietība	Akvohardeco
Pausānijs	Paŭzanio (geografo)
Niks Meisons	Nick Mason
Minskas apgabals	Minska regiono
Lodveida zibens	Globa fulmo
Karaliskā Griničas observatorija	Royal Greenwich Observatory
CA	Ca
Instrumentālis	Instrumentalo
Capitol Records	Capitol Records
Čongrādas meģe	Csongrád
Serhio Badilja Kastiljo	Sergio Badilla Castillo
Līvijs Andronīks	Livio Androniko
Rauls Alfonsīns	Raúl Alfonsín
Ivans Šiškins	Ivan Ŝiŝkin
Zemiene	Malaltebenaĵo
Eiropa (sala)	Eŭropinsulo
Platona akadēmija	Akademio de Platono
ASCII māksla	ASCII-arto
Aerobi organismi	Aerobia
Trajektorija	Trajektorio
Dzīvnieku migrācija	Bestomigrado
Krētas jūra	Kreta maro
Lielmorāvija	Grandmoravia imperio
Fernando VI	Fernando la 6-a (Hispanio)
