Αφρική	Afriko
Μπαμπουίνος	Paviano
Καποέιρα	Kapoejro
Σοσιαλιστική Διεθνής	Socialista Internacio
Φάρο	Faro (Portugalio)
Τροφική αλυσίδα	Manĝoĉeno
Ίλλερ	Iller
Αϊμάν	Aĵmano
Ράβενσμπρικ	Koncentrejo Ravensbrück
Θεωρία συνωμοσίας	Konspira teorio
Πέπερι	Pipro (genro)
Σημαία της Σομαλίας	Flago de Somalio
Κρανιά	Kornuso
Γιοχάνες Βίλχελμ Γένσεν	Johannes V. Jensen
Lernu!	Lernu!
Ούγος Καπέτος	Hugo Kapeto
Αγία Έδρα	Apostola Seĝo
Χάρολντ Β΄ της Αγγλίας	Harold la 2-a (Anglio)
Τίβολι	Tivoli
Αυλώνας	Vlorë
Αναπούρνα	Anapurno
Βυρτεμβέργη	Virtembergo
Bella ciao	Bella ciao
Απόλυτο μέγεθος	Absoluta magnitudo
Έκτορας	Hektoro
Παραπόταμος	Alfluanto
Κιτρικό οξύ	Citrata acido
Μπολσένα	Bolsena
Κριστιάν Ντιόρ	Christian Dior
Γλαύκωμα	Glaŭkomo
Πατρίσια Κάας	Patricia Kaas
Γκιλγκαμές	Gilgameŝ
Βαρυόνιο	Bariono
Σημαία του Νεπάλ	Flago de Nepalo
Σημαία του Μονακό	Flago de Monako
Ουίλλιαμ Τέρνερ	Joseph Mallord William Turner
Μάουνα Λόα	Mauna Loa
Ολλανδική Εταιρεία Ανατολικών Ινδιών	Nederlanda Orient-hinda Kompanio
Μισέλ Φάιφερ	Michelle Pfeiffer
Μ.Χ.	A. D.
Ονώριος	Flavio Honorio
Οικονομία	Ekonomio
Μαστιχόδενδρο	Lentisko
Θερινοί Ολυμπιακοί Αγώνες	Someraj Olimpikoj
Μπατμάν	Batman (Turkio)
Paramount Pictures	Paramount Pictures
Καμπ Νόου	Camp Nou
Δουκάτο της Βραβάντης	Duklando Brabanto
Ντάμα (γένος)	Damao
Αγία Ελισάβετ της Ουγγαρίας	Elizabeto de Hungario
Σημαία του Μαρόκου	Flago de Maroko
Σημαία του Καμερούν	Flago de Kameruno
Ίππαρχος ο Ρόδιος	Hiparko
Ζοζέφ Προυστ	Joseph Proust
Ρωσοϊαπωνικός Πόλεμος	Rusa-japana milito
Καλδέρα	Kaldero
Τυπογραφία	Tipografio
Δίδυμος	Ĝemelo
Σημαία της Ζιμπάμπουε	Flago de Zimbabvo
Αρτουά	Artezo
Φαγκότο	Fagoto
Τετράεδρο	Kvaredro
Pink (τραγουδίστρια)	Pink
Κατάλογος χωρών μελών του ΟΗΕ	Membroŝtatoj de Unuiĝintaj Nacioj
Σκιά	Ombro
Πάπας Πίος Γ΄	Pio la 3-a
Οικονομετρία	Ekonometrio
Αμέλεια	Neglekto
Άλωση της Κωνσταντινούπολης (1453)	Sieĝo de Konstantinopolo
Βραβείο Μπούκερ	Premio Booker
Κιγχόνη	Kinkono
Travis	Travis
Μουσείο ντελ Πράδο	Prado-Muzeo
Μεσίτης Αστικών Συμβάσεων	Makleristo
Darkthrone	Darkthrone
Σημαία του Τατζικιστάν	Flago de Taĝikio
Στρατόπεδο εξόντωσης Μαϊντάνεκ	Majdanek
Στυλό	Globkrajono
Στρατόπεδο συγκέντρωσης Μαουτχάουζεν-Γκούζεν	Koncentrejo Mauthausen-Gusen
Μαρκ Ρόθκο	Mark Rothko
Τιμή	Prezo
Στρατόπεδο εξόντωσης Κέλμνο	Ekstermejo Chełmno
Εξέγερση του Γκέτο της Βαρσοβίας	Ribelo en varsovia geto
Άννα Ιβάνοβνα	Anna Ivanovna
Οσίπ Ζάντκιν	Ossip Zadkine
Ρούσε	Ruse
Πάπας Ονώριος Γ΄	Honorio la 3-a
Αέρια εντέρου	Furzo
Όλε Ρέμερ	Ole Rømer
Σερμπούρ-Οκτβίλ	Cherbourg-Octeville
Νέα Αντικειμενικότητα	Socia realismo
Πέτρος Β΄ της Ρωσίας	Petro la 2-a (Rusio)
Μίσος	Malamo
Μητροπολιτικό Μουσείο Τέχνης (Νέα Υόρκη)	Metropolita Muzeo de Arto
Σημαία της Μποτσουάνας	Flago de Bocvano
Ευρωπαϊκή Οδός 30	Eŭropa ŝoseo 30
Σημαία της Νότιας Αφρικής	Flago de Sud-Afriko
Σημαία του Περού	Flago de Peruo
Βάντα Λάντοβσκα	Wanda Landowska
Σημαία της Νέας Ζηλανδίας	Flago de Nov-Zelando
Νταβίντ Γκρόσμαν	David Grossman
Στρατόπεδο συγκέντρωσης Γκρος-Ρόζεν	Gross-Rosen
Ντέηβιντ Ρικάρντο	David Ricardo
Κούρφιρστενταμ	Kurfürstendamm
Τζον Ντέιβινσον Ροκφέλερ	John D. Rockefeller
Ακοή	Aŭdo
Πανεπιστήμιο του Εδιμβούργου	Universitato de Edinburgo
Χαλιφάτο των Φατιμιδών	Fatima kalifujo
Ερρίκος Γ΄ της Αγγλίας	Henriko la 3-a (Anglio)
Νορόντομ Σιχανούκ	Norodom Sianuk
Νταμάμ	Dammam
Θυρεός της Αυστρίας	Blazono de Aŭstrio
Συναγωγή θερμότητας	Konvekto
Προσπέρ Μεριμέ	Prosper Mérimée
Ερρίκος ΣΤ΄ της Αγγλίας	Henriko la 6-a (Anglio)
Εδουάρδος Δ΄ της Αγγλίας	Eduardo la 4-a (Anglio)
Κάρολος ΣΤ΄ της Γαλλίας	Karlo la 6-a (Francio)
Θεοδόσιος Β´	Teodosio la 2-a
Θεόφραστος	Teofrasto
Πάπας Κάλλιστος Γ΄	Kaliksto la 3-a
Πάπας Μαρκελλίνος	Marceleno
Δυτικός Κόσμος	Okcidenta civilizo
Ναυμαχία του Ακτίου	Batalo de Aktio
Εβάντζελιν Λίλι	Evangeline Lilly
Κρυσταλλογραφία	Kristalografio
Αντίληψη	Percepto
Σέντραλ Παρκ (Νέα Υόρκη)	Centra Parko (Novjorko)
Σημαία της Κολομβίας	Flago de Kolombio
Χανάτο της Κριμαίας	Krimea Ĥanlando
Άγιος Βονιφάτιος	Sankta Bonifaco
Σαμψούντα	Samsun
SMTP	SMTP
Telnet	Telnet
Οδυσσέας Ελύτης	Odysseas Elytis
Χίος	Ĥio (insulo)
Πορφυροτσικνιάς	Purpura ardeo
Ινβερνές	Inverness
Σαρλ-Μωρίς ντε Ταλλεϋράν-Περιγκόρ	Charles-Maurice de Talleyrand
Σαιν-Ντενί (Σεν-Σαιν-Ντενί)	Saint-Denis (Seine-Saint-Denis)
Πάπας Ευσέβιος	Eŭsebio (papo)
Νιλς Γκούσταφ Νταλέν	Gustaf Dalén
Τσαρλς Γκλόβερ Μπάρκλα	Charles Glover Barkla
Μπαρτ Λάνκαστερ	Burt Lancaster
ΣΚ Πάντερμπορν 07	SC Paderborn 07
Τζακ Κέρουακ	Jack Kerouac
Τζιαν Λορέντσο Μπερνίνι	Gian Lorenzo Bernini
Ηράκλειο Κρήτης	Iraklio (urbo)
Ποδοσφαιρική Συνομοσπονδία Βόρειας, Κεντρικής Αμερικής και Καραϊβικής	CONCACAF
Ωφελιμισμός	Utilismo
Αίρεση	Herezo
Αληγείς άνεμοι	Pasato
Πάπας Ιννοκέντιος Δ΄	Inocento la 4-a
Σκεντέρμπεης	Gjergj Kastrioti Skanderbeg
Το μυστικό του Brokeback Mountain	Brokeback Mountain
Ροζέ Γκαρωντύ	Roger Garaudy
Άλφρεντ Ράσελ Γουάλας	Alfred Russel Wallace
Ρίο Γκράντε	Rio Grande del Norte
Σόλσμπερι	Salisbury
Τύφος	Tifo
Αριθμός Μαχ	Maĥo
Amhrán na bhFiann	Amhrán na bhFiann
Αγία Βαλπουργία	Valpurgo
Βαλδίβια	Valdivia
Χοσέ Ραούλ Καπαμπλάνκα	José Raúl Capablanca
Playmobil	Playmobil
Μέδουσα (μυθολογία)	Meduzo (mitologio)
Παιχνίδι ρόλων	Rolludo
Αββαείο	Abatejo
Ντελίριο	Deliro
Παγκόσμιο Κύπελλο Ποδοσφαίρου 1962	Futbala Mondpokalo 1962
Εθνική Σουηδίας (ποδόσφαιρο ανδρών)	Sveda nacia teamo de futbalo
Σπίνος	Fringedoj
Κοινωνιογλωσσολογία	Sociolingvistiko
Γουίλιαμ Γκλάντστοουν	William Ewart Gladstone
Ίππος (μονάδα ισχύος)	Ĉevalpovo
Σημαία της Σλοβακίας	Flago de Slovakio
Σημαία της Χιλής	Flago de Ĉilio
Σημαία της Σαουδικής Αραβίας	Flago de Sauda Arabio
Πάπας Γάιος	Kaio (papo)
Πάπας Αγαπητός Α΄	Agapeto la 1-a
Ζίγκμαρ Γκάμπριελ	Sigmar Gabriel
Πάπας Βονιφάτιος Α΄	Bonifaco la 1-a
Πάπας Ιωάννης Α΄	Johano la 1-a (papo)
Πάπας Κελεστίνος Α΄	Celesteno la 1-a
Μπλουά	Blois
Πάπας Ορμίσδας	Hormisdaso
Πάπας Σύμμαχος	Simako
Τσιβιτά Καστελλάνα	Civita Castellana
A Portuguesa	A Portuguesa
Ruby	Ruby (programlingvo)
Ενθαλπία	Entalpio
Νταβίδ Σίλβα	David Silva
Κατσαβίδι	Ŝraŭboturnilo
Αστικοποίηση	Urbanizado
Βλαντίμιρ Κράμνικ	Vladimir Kramnik
Άγναθοι	Senmakzeluloj
Δαρδικές γλώσσες	Darda lingvaro
Ευώνυμο	Evonimo
Κομμουνιστικό Κόμμα Αυστρίας	Kommunistische Partei Österreichs
Νεποτισμός	Nepotismo
Junkers	Junkers
Δακτύλιος (άλγεβρα)	Ringo (algebro)
Χρωστική	Pigmento
Μέλες Ζενάουι	Meles Zenavi
Σαφαβίδες	Safavidoj
Μεθανάλη	Formaldehido
Χιτίνη	Kitino
Κύπειρος	Cipero
Διάσκεψη της Γιάλτας	Jalta konferenco
Μεθανικό οξύ	Formiata acido
0 A.D.	0 A.D.
Μαγνητική τομογραφία	Magneta resonanca bildigo
2-υδροξυπροπανικό οξύ	Laktata acido
Στροφορμή	Angula movokvanto
Νήσος Κλίπερτον	Klipertono
Ομολογητική Εκκλησία	Konfesanta Eklezio
Μις Υφήλιος	Fraŭlino Universo
Κιμπούτς	Kibuco
Άστρο του Δαβίδ	Stelo de Davido
Μονόκοκκο σιτάρι	Unugrajno
Peer-to-peer	Samtavola ŝutado
Ιστορία της Ρωσίας	Historio de Rusio
Ωκεανός (μυθολογία)	Oceano (mitologio)
Μέλαν σώμα	Nigra korpo
Λαγομηλιά	Pika rusko
Κόσμημα	Juvelarto
Πάπας Σιρίκιος	Siricio
Γκουλάγκ	Gulago
Κεκλιμένο επίπεδο	Dekliva ebenaĵo
Ρέντινγκ	Reading
Μετάθεση (μαθηματικά)	Permutaĵo
Πόλεμος και Ειρήνη (Μυθιστόρημα)	Milito kaj paco
Brabançonne	La Brabançonne
Ευρωπαϊκή Κοινότητα Άνθρακα και Χάλυβα	Eŭropa Komunumo pri Karbo kaj Ŝtalo
Χαβιέρ Μαστσεράνο	Javier Mascherano
Ανδρομέδα (μυθολογία)	Andromedo (mitologio)
Asymmetric Digital Subscriber Line	ADSL
Γωνιακή ταχύτητα	Angula rapido
Πατρίς Λουμούμπα	Patrice Lumumba
Καθαροί	Katarismo
Φρεγάτα	Fregato
Tatu	T.A.T.u.
Εγκληματολογία	Kriminologio
Κόμμα (στίξη)	Komo
Πάπας Γρηγόριος Ι΄	Gregorio la 10-a
Στσε νε βμέρλα Ουκραΐνι	Himno de Ukrainio
Χαμαίρωπας χαμηλός	Kameropso
Παμίρ	Pamiro
Γεωχημεία	Geokemio
Πρωτομάρτυρας Στέφανος	Sankta Stefano
Σύνδρομο Άσπεργκερ	Sindromo de Asperger
Μανγκοφόρος	Mangifero
Ευρωπαϊκό Πρωτάθλημα Ποδοσφαίρου 1992	Eŭropa Futbal-Ĉampionado 1992
Αυτοκρατορικός πιγκουίνος	Imperiestra pingveno
Γερμανικά κέρματα ευρώ	Germanaj eŭro-moneroj
Έντουαρντ Γκίμπον	Edward Gibbon
Ήρων	Herono
Ερρίκος Δ΄ της Αγγλίας	Henriko la 4-a (Anglio)
Σελίμ Β΄	Selimo la 2-a
Βασίλειο της Μεγάλης Βρετανίας	Reĝlando de Granda Britio
Χέωψ	Ĥufu
Όουεν Γουίλσον	Owen Wilson
Αλμπέρτο Μοράβια	Alberto Moravia
Διάκονος	Diakono
Αντρέ Μπρετόν	André Breton
Σάκι	Sako (Krimeo)
Καμπύλη	Kurbo
Ντζανκόι	Ĝankojo
Κρασνοπερεκόπσκ	Krasnoperekopsko
Πολ Άλεν	Paul Allen
Επαρχία Τολιάρα	Toliara (provinco)
Σημαία της Βοσνίας και Ερζεγοβίνης	Flago de Bosnio kaj Hercegovino
Εουσέμπιο	Eusébio Da Silva Ferreira
Βανίλια	Vanilo
Εθνόσημο της Αλβανίας	Blazono de Albanio
Σημαία της Αιθιοπίας	Flago de Etiopio
Πάπας Φήλιξ Δ΄	Felikso la 4-a
Θρησκειορνιθίδαι	Treskiornitedoj
Πάπας Μιλτιάδης	Miltiado (papo)
Πάπας Βενέδικτος Η΄	Benedikto la 8-a
Πάπας Γελάσιος Α΄	Gelasio la 1-a
Νεοπλατωνισμός	Novplatonismo
Ιονόσφαιρα	Jonosfero
Ήρωας	Heroo
Ο Εξολοθρευτής	The Terminator
Τζέφερσον Ντέηβις	Jefferson Davis
Κουόπιο	Kuopio
Ρωμαϊκό Δίκαιο	Romia juro
Γραμματικό γένος	Genro (gramatiko)
Τόνι Κέρτις	Tony Curtis
Άνοιξη της Πράγας	Praga printempo 1968
Σύρτη	Sirto
Αλλαχαμπάντ	Allahabad
Μάαμε	Maamme
Εμποροκρατία	Merkantilismo
Ογκολογία	Onkologio
Υπέρηχος	Ultrasono
Πάπας Ζώσιμος	Zosimo
Βραχιόνιο οστό	Humero
Αλγεβρικό στοιχείο	Algebra ero
Καρθαγένη	Kartaĥeno (Hispanio)
Επαρχίες της Ισπανίας	Provinco de Hispanio
Γλυκόλυση	Glikolizo
Νευροδιαβιβαστής	Neŭrotransmisiilo
Όραση	Vidkapablo
Διάτομα	Diatomeo
Σημαία της Υεμένης	Flago de Jemeno
Νεοφιλελευθερισμός	Novliberalismo
Braveheart	Braveheart
Γραμμή Μαζινό	Maginot-linio
Σοφί Μαρσό	Sophie Marceau
Εβελίνε Βίντμερ-Σλουμφ	Eveline Widmer-Schlumpf
Προσωπικός ψηφιακός οδηγός	Poŝkomputilo
Σημαία του Ιράκ	Flago de Irako
Σημαία της Τυνησίας	Flago de Tunizio
Πήγασος (μυθολογία)	Pegazo (mitologio)
Άγιο Δισκοπότηρο	Sankta gralo
Αικατερίνη της Αραγονίας	Katerino de Aragono
Σαρμάτες	Sarmatoj
Νιτρογλυκερίνη	Nitroglicerino
Μαυσωλείο	Maŭzoleo
Ευκλείδεια γεωμετρία	Eŭklida geometrio
Τσαρλς Τόμσον Ρις Γουίλσον	Charles Thomson Rees Wilson
Ηλεκτρολύτης	Elektrolito
Σφραγίδα	Sigelo
Μείωση (βιολογία)	Mejozo
Πάπας Ευτυχιανός	Eŭtikiano
Σημαία του Μαυροβουνίου	Flago de Montenegro
Σημαία της Καμπότζης	Flago de Kamboĝo
Σημαία της Κούβας	Flago de Kubo
Μασσάι	Masajoj
Πλάτανος	Platano
Ψυχώ	Psycho (1960-a filmo)
Γάιος Βαλέριος Κάτουλλος	Katulo
Πετρολογία	Petrologio
Σαιν-Μαλό	Saint-Malo
Μαργκερίτ Γιουρσενάρ	Marguerite Yourcenar
Διάχυση	Difuzo
Σόνια Γκάντι	Sonia Gandhi
Τζέσικα Μπίελ	Jessica Biel
Ο Ξένος	La fremdulo
Μηχανή Τούρινγκ	Maŝino de Turing
Λεγεώνα	Legio
Χαναάν	Kanaano
Σημαία της Δημοκρατίας του Κονγκό	Flago de Kongo Brazavila
Τέσλα (μονάδα μέτρησης)	Teslo (mezurunuo)
Ένωση Υπέρ της Πατρίδας και της Δημοκρατίας	Unuiĝo de Patrolanda kaj Respublika Unio
Ανρί (μονάδα μέτρησης)	Henro
Έζρα Πάουντ	Ezra Pound
Σιφώνιο	Pipeto
Post Office Protocol	POP3
Γουίλλιαμ Μπράντφορντ Σόκλεϋ	William Shockley
Prolog	Prolog
Σιδώνα	Cidono
Πάπας Σίξτος Δ΄	Siksto la 4-a
Εθνική Αυστρίας (ποδόσφαιρο ανδρών)	Aŭstra nacia teamo de futbalo
Φρανσουά Ζεράρ	François Gérard
Εθνική Ιρλανδίας (ποδόσφαιρο ανδρών)	Irlanda nacia teamo de futbalo
Πάβελ Κόχουτ	Pavel Kohout
Συνθήκη Αλχεθίρας	Konferenco de Algeciras
2876 Αισχύλος	2876 Esĥilo
Άνγκορ (περιοχή)	Angkor
DDT	DDT
Οχιά	Vipuredoj
Πέπε Ρέινα	José Manuel Reina
Βασιλική (αρχιτεκτονική)	Baziliko
Σάτυροι	Satiruso
Πτυχίο	Bakalaŭro
Μη κερδοσκοπική οργάνωση	Ne-profita organizaĵo
Σημαία της Μιανμάρ	Flago de Birmo
Ζίου Ζίτσου	Ĵuĵicuo
Μεσαιωνική μουσική	Mezepoka muziko
Πάπας Βενέδικτος Β΄	Benedikto la 2-a
Φάιτ Στος	Veit Stoß
Volvo	Volvo (firmao)
Δυναστεία Κομνηνών	Komnena dinastio
Σίλικον Βάλλεϋ	Silicon Valley
Πλήκτρα	Sintezilo
Σημαία της Σερβίας	Flago de Serbio
Κόπαβογκουρ	Kópavogur
Σκορβούτο	Skorbuto
Οι Ομπρέλες του Χερβούργου	Les Parapluies de Cherbourg
Ο Σκοτεινός Ιππότης	The Dark Knight
Πασχαλινά αβγά	Paska ovo
Νύχτα του Αγίου Βαρθολομαίου	Masakro de la Sankta-Bartolomea tago
Άδωνις	Adoniso
Κομμουνιστική Διεθνής	Tria Internacio
Δρούζοι	Druzoj
Ράφαελ Φαν ντερ Φάαρτ	Rafael van der Vaart
Θύμος αδένας	Timuso
Αλεξάντρ Μποροντίν	Aleksandr Porfirjeviĉ Borodin
Αλεξάντερ Πόουπ	Alexander Pope
Πλατεία Τιενανμέν	Placo Tian An Men
Ελένη (μυθολογία)	Helena de Trojo
Χάττες	Ĥatoj
Εθνική Μεξικού (ποδόσφαιρο ανδρών)	Meksika nacia teamo de futbalo
Ένας Υπέροχος Άνθρωπος	A Beautiful Mind (filmo)
Εθνική ΗΠΑ (ποδόσφαιρο ανδρών)	Usona nacia teamo de futbalo
Προτεκτοράτο	Protektorato
Παλάτι της Βουλής, Βουκουρέστι	Parlamenta Palaco
Λυκόφως	Krepusko
Αλμυρίκι	Tamariko
Μουσικολογία	Muzikscienco
Καβασάκι (πόλη)	Kaŭasaki (urbo)
Μερ Χαϊρενίκ	Himno de Armenio
Λουκάς Παπαδήμος	Lukas Papadimos
Αγία Άννα	Sankta Anna
Δυαδική πράξη	Operacio (matematiko)
Νόμος των συνημιτόνων	Leĝo de kosinusoj
Ξιφίας	Spadofiŝo
Σινκανσέν	Ŝinkanseno
Ουγγρική Επανάσταση 1956	Hungara revolucio de 1956
Εμπειρία	Sperto
Υποθάλαμος	Hipotalamo
Χωρητικότητα (ηλεκτρισμός)	Kapacitanco
Σάιμον Νιούκομπ	Simon Newcomb
Μαλαχίτης	Malakito
Ογδοηκονταετής Πόλεμος	Okdekjara Milito
Φανκ	Funko
Θάλασσα Ρος	Maro de Ross
Αρκάντζελο Κορέλλι	Arcangelo Corelli
Άβα Γκάρντνερ	Ava Gardner
Τζορτζ Μπεστ	George Best
Μομπούτου Σέσε Σέκο	Mobutu Sese Seko
Αλφρέδο Ντι Στέφανο	Alfredo Di Stéfano
Ρουπία (αποσαφήνιση)	Rupio
Σέρτζιο Λεόνε	Sergio Leone
Σημαία της Λαϊκής Δημοκρατίας του Κονγκό	Flago de la Demokratia Respubliko Kongo
Αριστερά (πολιτική)	Politika maldekstro
Λογοκλοπή	Plagiato
Μεγάλη πυρκαγιά του Λονδίνου	Granda incendio de Londono
Πίνακας μεταλλίων Θερινών Ολυμπιακών Αγώνων 2012	Medaltabelo de la Somera Olimpiko 2012
2046 (ταινία)	2046 (filmo)
Η Σκοπιά	La Gardoturo
Όλγα Κιριλένκο	Olga Kurilenko
Αλέξανδρος Μπλοκ	Aleksandro Blok
Μικρόλιθοι	Mikrolito
Πάουλο Φρέιρε	Paulo Freire
Φεστιβάλ Γούντστοκ	Woodstock-festivalo
Γκαγκαουζία	Gagaŭzio
Τζιρόλαμο Σαβοναρόλα	Girolamo Savonarola
Εθνόσημο της Εσθονίας	Blazono de Estonio
Ακτινίδιο	Aktinidio
Ο Άρχοντας των Δαχτυλιδιών: Οι Δύο Πύργοι	La Mastro de l' Ringoj: La Du Turoj (filmo)
Όλιβερ Τουίστ	Oliver Twist
Εκστρατεία της Καλλίπολης	Batalo de Kalipolis
